entry_id,title,year,venue,authors,tracks,priority,source_role,verification_contract,supervision_granularity,training_use,construction_layer,domains,tags,one_line_summary,one_line_summary_zh,primary_link,code,data,huggingface,project
nemotron-nano-v2-vl-2025,NVIDIA Nemotron Nano V2 VL,2025,arXiv preprint,NVIDIA,frontier_reports_data_disclosure_ledger; instruction_demonstration_rationale_data,可读,model_report; data_release,mixed,answer_level; step_level,sft,prompt_sourcing; trace_writing; frontier_pipeline; release_audit,vision_language; documents; video; reasoning; code; long_context,frontier-report; nvidia; multimodal; document-understanding; video; long-context; reasoning-traces; synthetic-data; sft; partial-release; disclosure-ledger,"NVIDIA Nemotron Nano V2 VL discloses a five-stage multimodal SFT schedule, weights, an 8.15M-row dataset, and OCR tooling, but the public release is not reconciled with the 39.49M-sample inventory or exact stage lineage.",NVIDIA Nemotron Nano V2 VL 报告混合 Mamba-Transformer VLM、token reduction 和部分数据/配方/代码共享，但具体共享范围及反馈审计工件仍为 unknown。,https://arxiv.org/abs/2511.03929,https://github.com/NVIDIA-NeMo/Curator/tree/experimental/experimental/nvpdftex,https://huggingface.co/datasets/nvidia/Nemotron-VLM-Dataset-v2,https://huggingface.co/nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16,https://research.nvidia.com/labs/adlr/files/NVIDIA-Nemotron-Nano-V2-VL-report.pdf
off-policy-corrected-rm-2025,Off-Policy Corrected Reward Modeling for Reinforcement Learning from Human Feedback,2025,COLM 2025,Johannes Ackermann; Takashi Ishida; Masashi Sugiyama,data_construction_open_release_recipes,必读,construction_recipe; verifier_reward; scaling_study,judgment_required,pairwise_preference; scalar_reward,reward_modeling; preference_learning,reward_verifier_layer; optimizer_scaffold; scaling_report,summarization; dialogue; preference_alignment,ocrm; off-policy-correction; reward-model-refresh; importance-weighting; rlhf; distribution-shift,Retrains reward models on one fixed preference dataset using stage-specific current-to-SFT importance weights between blocks of policy optimization.,"在 PPO 阶段之间，用当前策略相对 SFT 行为策略的重要性权重重训奖励模型；278,496 条偏好记录与标签不变，改变的是有效训练分布。",https://openreview.net/forum?id=0zxugBcgF5,https://github.com/JohannesAck/OffPolicyCorrectedRewardModeling,,,
olmo-2-32b-2025,OLMo 2 32B: First fully open model to outperform GPT 3.5 and GPT 4o mini,2025,Ai2 technical release,Ai2,frontier_reports_data_disclosure_ledger,必读,model_report; data_release; construction_recipe,programmatic; mixed,answer_level; pairwise_preference; scalar_reward,sft; preference_learning; rlvr,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; frontier_pipeline; release_audit,general; mathematics; instruction_following,ai2; allenai; olmo-2; olmo-2-32b; frontier-report; data-disclosure-ledger; sft; dpo; rlvr; grpo; open-data,"Ai2's OLMo 2 32B release links its data, weights, and recipe, and discloses SFT filtering, five-completion math majority selection, on-policy preference data, and GRPO-RLVR task families, while leaving reward implementation and complete provenance/audit details unresolved.",Ai2 的 OLMo 2 32B 发布链接了数据、权重和 recipe，并披露 SFT 过滤、五次 completion 的数学多数选择、on-policy 偏好数据和 GRPO-RLVR 任务族；reward 实现与完整来源/审计细节仍未解决。,https://allenai.org/blog/olmo2-32b,https://github.com/allenai/OLMo-core,https://huggingface.co/datasets/allenai/tulu-3-sft-olmo-2-mixture-0225,https://huggingface.co/allenai/OLMo-2-0325-32B-Instruct,https://allenai.org/olmo
alphaproof-olympiad-level-formal-mathematical-reasoning-2025,Olympiad-level formal mathematical reasoning with reinforcement learning,2025,Nature 651 (2026),Thomas Hubert; Rishi Mehta; Laurent Sartran; Miklós Z. Horváth; Goran Žužić; Eric Wieser; Aja Huang; Julian Schrittwieser; Yannick Schroecker; Hussain Masoom; Ottavia Bertolli; Tom Zahavy; Amol Mandhane; Jessica Yung; Iuliya Beloshapka; Borja Ibarz; Vivek Veeriah; Lei Yu; Oliver Nash; Paul Lezeau; Salvatore Mercuri; Calle Sönne; Bhavik Mehta; Alex Davies; Daniel Zheng; Fabian Pedregosa; Yin Li; Ingrid von Glehn; Mark Rowland; Samuel Albanie; Ameya Velingker; Simon Schmitt; Edward Lockhart; Edward Hughes; Henryk Michalewski; Nicolas Sonnerat; Demis Hassabis; Pushmeet Kohli; David Silver,rollout_search_test_time_trace_data,必读,construction_recipe; scaling_study,programmatic,answer_level; full_episode; scalar_reward,test_time_compute; evaluation,search_substrate; scaling_report,reasoning,track5; programmatic_code_formal,Olympiad-level formal mathematical reasoning with reinforcement learning records Lean tactic-state search and verified proof/disproof outcomes under Lean checker feedback.,AlphaProof 在 Lean 中以树搜索和测试时强化学习构造可验证证明经验，但核心课程与搜索日志未公开。,https://www.nature.com/articles/s41586-025-09833-y,,,,
omnialign-v-human-preference-2025,OmniAlign-V: Towards Enhanced Alignment of MLLMs with Human Preference,2025,ACL 2025,Xiangyu Zhao; Shengyuan Ding; Zicheng Zhang; Haian Huang; Maosong Cao; Weiyun Wang; Jiaqi Wang; Xinyu Fang; Wenhai Wang; Guangtao Zhai; Haodong Duan; Hua Yang; Kai Chen,preference_reward_feedback_data,可读,data_release; benchmark,judgment_required,pairwise_preference,sft; preference_learning,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,multimodal-alignment; vision-language; preference-learning,multimodal; preference-pairs; dpo; human-alignment; vision-language,OmniAlign-V-DPO releases 150K image-grounded chosen-rejected pairs built from OmniAlign-V answers and model-sampled negative responses for MLLM preference optimization.,OmniAlign-V-DPO 将图像、开放式问题、优选回答和模型采样的劣选回答发布为 15 万条偏好对，用于多模态大语言模型的 DPO 对齐。,https://arxiv.org/abs/2502.18411,https://github.com/PhoenixZ810/OmniAlign-V,https://huggingface.co/datasets/PhoenixZ/OmniAlign-V-DPO,,https://phoenixz810.github.io/OmniAlign-V/
evaluating-alignment-through-judges-2025,On Evaluating LLM Alignment by Evaluating LLMs as Judges,2025,NeurIPS 2025 (Poster),Yixin Liu; Pengfei Liu; Arman Cohan,audit_failure_contamination_verifier_attacks,必读,audit_failure,mixed,trajectory_value,evaluation; audit,release_audit,reasoning; evaluation; alignment,track13; paper-page-backed; audit,Connects generation-evaluation consistency with alignment assessment of LLM judges.,以 LLM 作为判别器的能力间接评测生成对齐。,https://openreview.net/forum?id=OBaK9JSbHk,,,,
llm-judge-code-summarization-2025,On the Effectiveness of LLM-as-a-judge for Code Generation and Summarization,2025,IEEE Transactions on Software Engineering,Giuseppe Crupi; Rosalia Tufano; Alejandro Velasco; Antonio Mastropaolo; Denys Poshyvanyk; Gabriele Bavota,audit_failure_contamination_verifier_attacks,可读,audit_failure,mixed,trajectory_value,evaluation; audit,release_audit,reasoning; evaluation; alignment,llm-as-a-judge; code-evaluation; audit,Tests whether LLM judges reliably assess code correctness and code-summary quality against executable and human references.,审计大语言模型评审代码正确性和代码摘要质量时的可靠性与失效模式。,https://arxiv.org/abs/2507.16587,,,,
long-cot-collection-2025,One Missing Piece for Open-Source Reasoning Models: A Dataset to Mitigate Cold-Starting Short CoT LLMs in RL,2025,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 6: Industry Track),Hyungjoo Chae; Dongjin Kang; Jihyuk Kim; Beong-woo Kwak; Sunghyun Park; Haeju Park; Jinyoung Yeo; Moontae Lee; Kyungjae Lee,rollout_search_test_time_trace_data; data_construction_open_release_recipes,可读,construction_recipe,judgment_required,answer_level,sft; rlvr,prompt_sourcing; trace_writing; reward_verifier_layer,mathematical_reasoning; general_reasoning,long-cot-collection; long-cot; short-cot; thought-budget; cold-start; sft; rlvr; gpt-4o; o1; trace-construction,"A paper-described 100K long-CoT recipe retrieves o1 flow/budget seeds to guide GPT-4o stepwise generation and answer judgment, but the publication's release target remains the literal text LINK and no paper-matched artifact is verified.",Long CoT Collection 以 o1 推理流与思考预算种子检索来引导 GPT-4o 分步生成并进行答案判断；论文声称构造 100K 条数据，但发布位置仍是字面量“LINK”，尚无可核验的论文配套制品。,https://aclanthology.org/2025.acl-industry.85/,,,,
one-token-to-fool-2025,One Token to Fool LLM-as-a-Judge,2025,arXiv,Yulai Zhao; Haolin Liu; Dian Yu; S. Y. Kung; Meijia Chen; Haitao Mi; Dong Yu,audit_failure_contamination_verifier_attacks; preference_reward_feedback_data,必读,audit_failure; verifier_reward,judgment_required,scalar_reward,evaluation; reward_modeling,reward_verifier_layer,judge,,Superficial symbols or reasoning openers can make LLM judges award reference-conditioned positive rewards; truncated-lead-in negatives harden Master-RMs.,证明极小的表面线索也能翻转 LLM 裁判结果，提醒量规和评审提示本身需要做对抗性测试。,https://arxiv.org/abs/2507.08794,,https://huggingface.co/datasets/sarosavo/Master-RM,,
open-reasoner-zero-2025,Open-Reasoner-Zero: An Open Source Approach to Scaling Up Reinforcement Learning on the Base Model,2025,NeurIPS 2025 (Main Conference Track),Jingcheng Hu; Yinmin Zhang; Qi Han; Daxin Jiang; Xiangyu Zhang; Heung-Yeung Shum,data_construction_open_release_recipes,必读,construction_recipe; verifier_reward; data_release; model_report; scaling_study,programmatic,answer_level; full_episode; scalar_reward; trajectory_value,rlvr,prompt_sourcing; reward_verifier_layer; optimizer_scaffold; scaling_report; release_audit,mathematical_reasoning; general_reasoning; logical_reasoning; coding; instruction_following,open-reasoner-zero; reasoner-zero; rlvr; ppo; learned-critic; mathematical-verifier; hard-prompt-mining; open-data; open-models; release-audit; zero-setting-boundary,"Open-Reasoner-Zero starts PPO directly from Qwen2.5 Base, samples 64 responses per prompt, scores boxed mathematical answers programmatically, and trains a token-value critic, while releasing prompts, code, and weights but withholding exact run trajectories, failures, and immutable manifests.",Open-Reasoner-Zero 不经过 SFT 或蒸馏、直接从 Qwen2.5 Base 启动 PPO，按每题 64 条在线响应分配终局数学奖励并训练 token-value critic；但公开的是 prompt/参考答案、代码和权重，而不是论文运行的 rollout、失败轨迹、奖励或日志。,https://proceedings.neurips.cc/paper_files/paper/2025/file/ed873d79e7c268c020c4b4db13a2812a-Paper-Conference.pdf,https://github.com/Open-Reasoner-Zero/Open-Reasoner-Zero,https://github.com/Open-Reasoner-Zero/Open-Reasoner-Zero/tree/3fdd9a07b4fb01e06005e6e74fc56690cde8a341/data,https://huggingface.co/Open-Reasoner-Zero,https://yasminezhang.notion.site/Open-Reasoner-Zero-19e12cf72d418007b9cdebf44b0e7903
openai-gpt-4-5-system-card-2025,OpenAI GPT-4.5 System Card,2025,OpenAI system card,OpenAI,frontier_reports_data_disclosure_ledger,必读,model_report,unknown,unknown,sft; preference_learning; safety_alignment; evaluation,frontier_pipeline; release_audit,general_reasoning; safety,openai; gpt-4-5; frontier-report; data-disclosure-ledger; system-card; sft; rlhf; safety-evaluation,"OpenAI's GPT-4.5 system card discloses broad public/partnership/in-house data categories, smaller-model-derived alignment data, SFT, RLHF, filtering, and selected safety evaluation protocols, but not reproducible data or feedback contracts.",OpenAI 的 GPT-4.5 系统卡披露了宽泛的公开/合作/内部数据类别、来自小模型的对齐数据、SFT、RLHF、过滤及部分安全评测协议，但没有公开可复现的数据或反馈契约。,https://cdn.openai.com/gpt-4-5-system-card-2272025.pdf,,,,
openai-o3-o4-mini-system-card-2025,OpenAI o3 and o4-mini System Card,2025,OpenAI System Card,OpenAI,frontier_reports_data_disclosure_ledger,必读,model_report,unknown,unknown,agent_training; safety_alignment,frontier_pipeline; release_audit,reasoning; tool_use; safety,openai; o3; o4-mini; official-system-card; closed-model; frontier-report; data-disclosure-ledger; deliberative-alignment,"OpenAI's o3/o4-mini System Card discloses high-level data-source and filtering claims plus CoT reinforcement learning and safety alignment, while withholding reusable data, feedback contracts, and recipe details.",OpenAI o3/o4-mini System Card 仅披露高层数据来源、过滤、CoT 强化学习与安全对齐主张；训练数据、反馈契约和具体配方仍不可复用。,https://cdn.openai.com/pdf/2221c875-02dc-4789-800b-e7758f3722c1/o3-and-o4-mini-system-card.pdf,,,,https://openai.com/index/o3-o4-mini-system-card/
openai-o3-mini-system-card-2025,OpenAI o3-mini System Card,2025,OpenAI System Card,OpenAI,frontier_reports_data_disclosure_ledger,必读,model_report; construction_recipe,unknown,unknown,safety_alignment; evaluation,frontier_pipeline; release_audit,reasoning; coding; safety,openai; o3-mini; system-card; frontier-report; data-disclosure-ledger; deliberative-alignment; reinforcement-learning; safety-evaluation,"OpenAI's o3-mini System Card reports broad pretraining-source categories, data filtering, large-scale reasoning RL, deliberative alignment, and safety evaluations, but not reusable records, the RL reward contract, or a reproducible post-training recipe.",OpenAI o3-mini System Card 披露了宽泛的预训练数据类别、过滤、大规模推理强化学习、deliberative alignment 与安全评测，但没有公开可复用记录、RL 奖励契约或可复现的后训练配方。,https://cdn.openai.com/o3-mini-system-card-feb10.pdf,,,,https://openai.com/index/o3-mini-system-card/
opencodeinstruct-2025,OpenCodeInstruct: A Large-scale Instruction Tuning Dataset for Code LLMs,2025,arXiv preprint (2025),Wasi Uddin Ahmad; Aleksander Ficek; Mehrzad Samadi; Jocelyn Huang; Vahid Noroozi; Somshubra Majumdar; Boris Ginsburg,instruction_demonstration_rationale_data,必读,data_release; construction_recipe,mixed,answer_level; step_level,sft; distillation,prompt_sourcing; trace_writing; release_audit,"English code generation, debugging, algorithms, and programming questions",instruction-demonstration-rationale; arxiv-2504.04030; primary-link-checked,"OpenCodeInstruct scales multiple generation algorithms to five million pairs and stores unit tests, execution status, and model judgments beside each solution.",OpenCodeInstruct 为 500 万条代码指令配上测试、执行状态和模型评审，使解答质量可以逐条检查。,https://arxiv.org/abs/2504.04030,,https://huggingface.co/datasets/nvidia/OpenCodeInstruct,,
opencodereasoning-advancing-data-distillation-for-competitive-coding-2025,OpenCodeReasoning: Advancing Data Distillation for Competitive Coding,2025,COLM 2025,Wasi Uddin Ahmad; Sean Narenthiran; Somshubra Majumdar; Aleksander Ficek; Siddhartha Jain; Jocelyn Huang; Vahid Noroozi; Boris Ginsburg,data_construction_open_release_recipes; instruction_demonstration_rationale_data,必读,data_release; construction_recipe; scaling_study,programmatic; judgment_required; mixed,answer_level,sft; distillation,prompt_sourcing; trace_writing; release_audit; scaling_report,code; competitive_programming; python,opencodereasoning; competitive-programming; deepseek-r1-distillation; code-sft; execution-filtering; data-scaling,"OpenCodeReasoning releases DeepSeek-R1 competitive-programming traces for Qwen2.5 SFT and shows a diversity-versus-execution-filtering trade-off, but the main rows are not functionally certified and the current recipe has moved toward OCR-2.",OpenCodeReasoning 将 DeepSeek-R1 的竞赛编程推理与 Python 解答蒸馏为 Qwen2.5 的 SFT 数据，并揭示多样性与执行过滤的取舍；但主发布集只通过格式和语法检查，当前官方配方也已转向 OCR-2。,https://arxiv.org/abs/2504.01943,https://github.com/NVIDIA-NeMo/Skills/tree/main/recipes/opencodereasoning,https://huggingface.co/datasets/nvidia/OpenCodeReasoning,https://huggingface.co/collections/nvidia/opencodereasoning,https://nvidia-nemo.github.io/Skills/releases/opencodereasoning/
opencua-2025,OpenCUA: Open Foundations for Computer-Use Agents,2025,NeurIPS 2025 Main Conference Track,Xinyuan Wang; Bowen Wang; Dunjie Lu; Junlin Yang; Tianbao Xie; Junli Wang; Jiaqi Deng; Xiaole Guo; Yiheng Xu; Chen Henry Wu; Zhennan Shen; Zhuokai Li; Ryan Li; Xiaochuan Li; Junda Chen; Boyuan Zheng; Peihang Li; Fangyu Lei; Ruisheng Cao; Yeqiao Fu; Dongchan Shin; Martin Shin; Jiarui Hu; Yuyan Wang; Jixuan Chen; Yuxiao Ye; Danyang Zhang; Dikang Du; Hao Hu; Huarong Chen; Zaida Zhou; Haotian Yao; Ziwei Chen; Qizheng Gu; Yipu Wang; Heng Wang; Diyi Yang; Victor Zhong; Flood Sung; Y. Charles; Zhilin Yang; Tao Yu,data_construction_open_release_recipes,必读,data_release; construction_recipe,mixed,step_level; full_episode,sft; distillation,prompt_sourcing; trace_writing; frontier_pipeline,computer_use; multimodal_agents,opencua; agentnet; computer-use-agents; multimodal-trajectories; human-demonstrations; reflective-cot; state-action-alignment; agentnetbench; supervised-fine-tuning; release-version-drift,"OpenCUA turns 22,625 human desktop tasks into aligned screenshot-action traces with Claude-generated reflective supervision and releases the data, models, tools, and offline evaluator, while leaving full training and environment replay incomplete.","OpenCUA 将 22,625 个人类桌面任务处理为对齐的截图—动作轨迹并加入 Claude 合成的反思式监督，已发布数据、模型、工具和离线评测器，但完整训练与环境复现仍不完备。",https://proceedings.neurips.cc/paper_files/paper/2025/file/cc7ae529e945226b0d52ea4ac478c4f3-Paper-Conference.pdf,https://github.com/xlang-ai/OpenCUA,https://huggingface.co/datasets/xlangai/AgentNet,https://huggingface.co/collections/xlangai/opencua-open-foundations-for-computer-use-agents-6882014ebecdbbe46074a68d,https://opencua.xlang.ai/
openmathinstruct-2-2025,OpenMathInstruct-2: Accelerating AI for Math with Massive Open-Source Instruction Data,2025,ICLR 2025,Shubham Toshniwal; Wei Du; Ivan Moshkov; Branislav Kisacanin; Alexan Ayrapetyan; Igor Gitman,data_construction_open_release_recipes,必读,data_release; construction_recipe; scaling_study,programmatic,answer_level,sft,prompt_sourcing; trace_writing; reward_verifier_layer; optimizer_scaffold; scaling_report,mathematics,openmathinstruct-2; math-sft; synthetic-instruction-data; llama-3-1-405b; solution-augmentation; problem-augmentation; majority-vote; decontamination; data-scaling,"OpenMathInstruct-2 packages original and augmented GSM8K/MATH problems with teacher-written solutions and source-or-majority proxy answers, alongside reproducible generation, decontamination, downsampling, and SFT recipes.","OpenMathInstruct-2 用 Llama-3.1-405B-Instruct 的 solution augmentation 与 question-solution augmentation 构造 13,972,791 条数学 SFT 记录，并用 32 个解答的表面多数票生成新题答案；其规模与开放 recipe 价值明确，但阈值为 0、逐条投票/lineage 缺失和残余 Omni-MATH overlap 限制了可审计性。",https://proceedings.iclr.cc/paper_files/paper/2025/file/302ce0673c00aee2cf84bb43d0117553-Paper-Conference.pdf,https://github.com/NVIDIA-NeMo/Skills,https://huggingface.co/datasets/nvidia/OpenMathInstruct-2,,https://nvidia-nemo.github.io/Skills/openmathinstruct2/
openthoughts-data-recipes-2025,OpenThoughts: Data Recipes for Reasoning Models,2025,ICLR 2026 Oral,Etash Guha; Ryan Marten; Sedrick Keh; Negin Raoof; Georgios Smyrnis; Hritik Bansal; Marianna Nezhurina; Jean Mercat; Trung Vu; Zayne Sprague; Ashima Suvarna; Benjamin Feuer; Leon Liangyu Chen; Zaid Khan; Eric Frankel; Sachin Grover; Caroline Choi; Niklas Muennighoff; Shiye Su; Wanjia Zhao; John Yang; Shreyas Pimpalgaonkar; Kartik Sharma; Charlie Cheng-Jie Ji; Yichuan Deng; Sarah Pratt; Vivek Ramanujan; Jon Saad-Falcon; Stutee Acharya; Jeffrey Li; Achal Dave; Alon Albalak; Kushal Arora; Blake Wulfe; Chinmay Hegde; Greg Durrett; Sewoong Oh; Mohit Bansal; Saadia Gabriel; Aditya Grover; Kai-Wei Chang; Vaishaal Shankar; Aaron Gokaslan; Mike A. Merrill; Tatsunori Hashimoto; Yejin Choi; Jenia Jitsev; Reinhard Heckel; Maheswaran Sathiamoorthy; Alexandros G. Dimakis; Ludwig Schmidt,data_construction_open_release_recipes; instruction_demonstration_rationale_data,必读,data_release; construction_recipe; scaling_study,mixed,answer_level,sft; distillation,prompt_sourcing; trace_writing; optimizer_scaffold; scaling_report; release_audit,math; code; science,openthoughts; reasoning-data; open-data; teacher-distillation; question-filtering; repeated-sampling; sft; data-scaling; decontamination; license-risk; secret-hygiene,"OpenThoughts releases a 1.2M-row math/code/science SFT corpus and a controlled recipe showing that source choice, prompt filtering, repeated teacher sampling, and teacher selection matter more than the tested answer filters, while leaving row-level correctness and rights unresolved.",OpenThoughts 用来源筛选、prompt 过滤、16 次 QwQ-32B 采样和完整 SFT 构成 120 万条数学/代码/科学推理数据；其主要价值是把构造选择变成可对照的 recipe，但答案未做正确性验证，且来源权利、逐条 provenance 与仓库密钥卫生问题阻断直接训练复用。,https://openreview.net/forum?id=mbqvBA12Dx,https://github.com/open-thoughts/open-thoughts,https://huggingface.co/datasets/open-thoughts/OpenThoughts3-1.2M,,https://www.open-thoughts.ai/
openturingbench-2025,OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution,2025,EMNLP 2025,Lucio La Cava; Andrea Tagarelli,audit_failure_contamination_verifier_attacks,可读,audit_failure,mixed,trajectory_value,evaluation; audit,release_audit,reasoning; evaluation; alignment,track13; audit; round3,Open benchmark relevant to attribution and audit of generated text under model shift.,以七类压力场景检验开源 LLM 生成文本的检测与作者归因鲁棒性。,https://aclanthology.org/2025.emnlp-main.1354/,,https://huggingface.co/datasets/MLNTeam-Unical/OpenTuringBench,,
openai-operator-system-card-2025,Operator System Card,2025,OpenAI System Card,OpenAI,frontier_reports_data_disclosure_ledger,必读,model_report,unknown,unknown,agent_training,frontier_pipeline; release_audit,agentic_tool_use; computer_use; safety,openai; operator; cua; computer-use; agentic-tool-use; system-card; frontier-report; data-disclosure-ledger,"OpenAI's Operator System Card reports specialized supervised computer-use data, broad public-data sources, and reinforcement learning for a GPT-4o-based CUA, but leaves task records, rewards/verifiers, training environments, and lineage undisclosed.",OpenAI 的《Operator System Card》披露：基于 GPT-4o 的 CUA 使用专门的计算机操作监督数据、广义公开数据来源和强化学习；任务记录、奖励/验证器、训练环境及数据谱系均未披露。,https://cdn.openai.com/operator_system_card.pdf,,,,https://openai.com/index/computer-using-agent/
gvm-raft-2025,Optimizing Chain-of-Thought Reasoners via Gradient Variance Minimization in Rejection Sampling and RL,2025,NeurIPS 2025,Jiarui Yao; Yifan Hao; Hanning Zhang; Hanze Dong; Wei Xiong; Nan Jiang; Tong Zhang,data_construction_open_release_recipes,可读,construction_recipe; scaling_study,programmatic,answer_level; scalar_reward,sft; rlvr,search_substrate; reward_verifier_layer; optimizer_scaffold; scaling_report,mathematics,gvm-raft; rejection-sampling; dynamic-sample-allocation; gradient-variance; adaptive-rollouts; grpo,"GVM-RAFT estimates per-prompt Math-Verify acceptance and accepted-response gradient magnitude from pilot rollouts, then reallocates a fixed online sampling budget before RAFT++ or GRPO updates.",GVM-RAFT 用 pilot rollout 估计逐提示 Math-Verify 接受率与被接受回答的梯度幅度，在固定总预算下重分配 RAFT++ 或 GRPO 采样，但论文运行缺少可审计的逐项 lineage 发布。,https://papers.nips.cc/paper_files/paper/2025/hash/eef6cb60fd59b32d35718e176b4b08d6-Abstract-Conference.html,https://github.com/RLHFlow/GVM,,,
optimizing-test-time-compute-meta-reinforcement-finetuning-2025,Optimizing Test-Time Compute via Meta Reinforcement Finetuning,2025,arXiv,Yuxiao Qu; Matthew Y. R. Yang; Amrith Setlur; Lewis Tunstall; Edward Emanuel Beeching; Ruslan Salakhutdinov; Aviral Kumar,rollout_search_test_time_trace_data,必读,construction_recipe; scaling_study,mixed,answer_level; full_episode; scalar_reward,test_time_compute; evaluation,optimizer_scaffold; scaling_report,reasoning,track5; online_ttc_trace_reuse,Optimizing Test-Time Compute via Meta Reinforcement Finetuning records test-time episodes and reasoning fragments under success-probability-change bonus plus outcome reward.,MRT 把思考过程切分为 episode，并以元证明器估计的进展奖励辅助终局强化学习。,https://arxiv.org/abs/2503.07572,,,,
os-genesis-2025,OS-Genesis: Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,2025,ACL 2025,Qiushi Sun; Kanzhi Cheng; Zichen Ding; Chuanyang Jin; Yian Wang; Fangzhi Xu; Zhenyu Wu; Chengyou Jia; Liheng Chen; Zhoumianze Liu; Ben Kao; Guohao Li; Junxian He; Yu Qiao; Zhiyong Wu,environment_agent_trajectory_data,必读,data_release; agent_environment; construction_recipe,environmental,state_action_level; full_episode,sft; agent_training,prompt_sourcing; trace_writing; reward_verifier_layer; release_audit,agent_trajectories; environment_interaction,environment-agent-trajectory-data; agent-trajectories; evaluation,"OS-Genesis explores virtual GUIs first, reverse-synthesizes executable tasks from state-action-state triples, and uses graded trajectory rewards to sample mobile and web agent trajectories for SFT.",OS-Genesis 先探索虚拟 GUI，再从状态—动作—状态三元组反向合成可执行任务，并用分级轨迹奖励采样移动端与网页智能体轨迹用于 SFT。,https://aclanthology.org/2025.acl-long.277/,https://github.com/OS-Copilot/OS-Genesis,https://huggingface.co/datasets/OS-Copilot/OS-Genesis-mobile-data,,https://qiushisun.github.io/OS-Genesis-Home/
os-harm-2025,OS-Harm: A Benchmark for Measuring Safety of Computer Use Agents,2025,NeurIPS 2025 Datasets and Benchmarks Track (Spotlight),Thomas Kuntz; Agatha Duzan; Hao Zhao; Francesco Croce; Zico Kolter; Nicolas Flammarion; Maksym Andriushchenko,environment_agent_trajectory_data; benchmarks_evaluation_surfaces,必读,benchmark; agent_environment; audit_failure,environmental; judgment_required; mixed,state_action_level; full_episode,evaluation; audit,prompt_sourcing; reward_verifier_layer; release_audit,agent_trajectories; computer_use; safety,computer-use-agents; osworld; agent-safety; prompt-injection; trajectory-judging; llm-as-judge; benchmark-audit,"OS-Harm evaluates computer-use agents on 150 OSWorld tasks spanning misuse, prompt injection, and model misbehavior, with multimodal episode logs and a GPT-4.1 AER judge whose safety/completion F1 against 150 human-labeled o4-mini traces is 0.76/0.79.",OS-Harm以150个OSWorld Ubuntu VM任务评测计算机使用智能体的误用、prompt injection与模型失当，并用GPT-4.1 AER输出安全/完成判定及首个违规步骤，但judge召回不足与50/51条注入配置漂移限制了复现。,https://arxiv.org/abs/2506.14866,https://github.com/tml-epfl/os-harm,https://drive.google.com/drive/folders/1l_Il_Kcx8XGZvh2RunBX4GlRUDpp2ypn,,https://thomaskuntz.org/projects/os-harm/
osworld-mcp-2025,OSWorld-MCP: Benchmarking MCP Tool Invocation In Computer-Use Agents,2025,ICLR 2026,Hongrui Jia; Jitong Liao; Xi Zhang; Haiyang Xu; Tianbao Xie; Chaoya Jiang; Ming Yan; Si Liu; Wei Ye; Fei Huang,environment_agent_trajectory_data,必读,agent_environment; benchmark; data_release,mixed,state_action_level; full_episode,evaluation,trace_writing; reward_verifier_layer; release_audit,agent_trajectories; environment_interaction; tool_use,agent-environment; agent-trajectories; evaluation; desktop-gui; mcp; tool-use,"OSWorld-MCP evaluates 361 OSWorld desktop tasks with 158 curated MCP tools, per-step GUI/tool choice, task-specific environment checks, and tool-choice-aware TIR, while complete paper trajectories and immutable replay artifacts remain unreleased.",OSWorld-MCP 在 361 个 OSWorld 桌面任务上引入 158 个经筛选的 MCP 工具，让智能体逐步选择 GUI 或工具，并用任务特定环境检查与 TIR 评估结果；论文实验的完整轨迹和不可变重放材料尚未发布。,https://arxiv.org/abs/2510.24563,https://github.com/X-PLUG/OSWorld-MCP,https://github.com/X-PLUG/OSWorld-MCP/tree/main/evaluation_examples,,https://osworld-mcp.github.io/
